ID,災區名稱,縣市,鄉鎮區,描述,狀態,緯度,經度,建立時間
68d7d97f32d4040fdba931d7,匯入未知災區 a931d7,,,,active,23.6557818764524,121.41916841268541,2025-10-02 18:50:09
68dd5b134d9b649333f2a362,鳳林鎮淤泥延伸區,花蓮縣,鳳林鎮,下游淤泥延伸區域，主要為農田與住宅區清理,active,23.745,121.445,2025-10-02 18:48:13
68dd5b134d9b649333f2a361,萬榮鄉堰塞湖影響區,花蓮縣,萬榮鄉,上游堰塞湖影響區域，需密切監控水位變化,active,23.715,121.41,2025-10-02 18:48:13
68dd5b134d9b649333f2a360,光復鄉重災區,花蓮縣,光復鄉,包含馬太鞍部落、佛祖街、自強路、武昌街等重災區域,active,23.6605,121.4225,2025-10-02 18:48:13
